productid,imageid,pixels
4150447241,1301059940,[0 0 0 ... 0 0 0]
4120300514,1294194150,[0 0 0 ... 0 0 0]
1711735127,1100071465,[0 0 0 ... 0 0 0]
3182722351,1196212648,[0 0 0 ... 0 0 0]
3593774975,1225888204,[0 0 0 ... 0 0 0]
1986329295,1118573398,[0 0 0 ... 0 0 0]
3757271758,1241450994,[0 0 0 ... 0 0 0]
4004068144,1275051272,[0 0 0 ... 0 0 0]
3773718802,1243406204,[0 0 0 ... 0 0 0]
299442679,991798730,[0 0 0 ... 0 0 0]
4145102455,1300145709,[0 0 0 ... 0 0 0]
4219453229,1318548597,[0 0 0 ... 0 0 0]
4234091240,1323883899,[0 0 0 ... 0 0 0]
1898572364,1110077301,[0 0 0 ... 0 0 0]
1876686884,1198714493,[0 0 0 ... 0 0 0]
3817887330,1248830881,[0 0 0 ... 0 0 0]
3410829497,1211834022,[0 0 0 ... 0 0 0]
2678802117,1156925935,[0 0 0 ... 0 0 0]
4231833916,1323397448,[0 0 0 ... 0 0 0]
161789149,916695474,[0 0 0 ... 0 0 0]
4231796214,1323275628,[0 0 0 ... 0 0 0]
115544870,870884716,[0 0 0 ... 0 0 0]
3898713653,1261231681,[20 20 20 ...  3  3  3]
4165655993,1306665101,[0 0 0 ... 0 0 0]
3218778666,1198657115,[0 0 0 ... 0 0 0]
138768188,906499270,[0 0 0 ... 0 0 0]
4229777689,1321946337,[0 0 0 ... 0 0 0]
3943043239,1267520984,[0 0 0 ... 0 0 0]
4050758708,1282024702,[2 2 2 ... 0 0 0]
222624511,994951211,[0 0 0 ... 0 0 0]
3929900629,1265216763,[0 0 0 ... 0 0 0]
4017675812,1285853092,[0 0 0 ... 1 1 1]
436094573,1008162377,[0 0 0 ... 0 0 0]
116835081,871842110,[1 1 1 ... 0 0 0]
473695419,1014656412,[0 0 0 ... 0 0 0]
3905724930,1262173645,[0 0 0 ... 0 0 0]
2098913028,1126052423,[0 0 0 ... 0 0 0]
4011344872,1276149359,[0 0 0 ... 0 0 0]
3591581823,1226405797,[0 0 0 ... 0 0 0]
2346692092,1137567914,[0 0 0 ... 0 0 0]
76804267,847357843,[0 0 0 ... 0 0 0]
261001478,970953224,[0 0 0 ... 0 0 0]
3930076539,1265370564,[0 0 0 ... 0 0 0]
4200873470,1316141437,[0 0 0 ... 0 0 0]
4167095232,1306890073,[0 0 0 ... 0 0 0]
790746452,1039142897,[0 0 0 ... 0 0 0]
3929958786,1265233454,[0 0 0 ... 0 0 0]
2148674568,1128485620,[0 0 0 ... 0 0 0]
1377909599,1077659690,[0 0 0 ... 0 0 0]
1537562943,1302496688,[0 0 0 ... 0 0 0]
436070727,1008155298,[0 0 0 ... 0 0 0]
3797080604,1246077564,[0 0 0 ... 0 0 0]
1941534897,1115542854,[0 0 0 ... 0 0 0]
334575154,998491856,[0 0 0 ... 0 0 0]
3726176819,1238119945,[0 0 0 ... 0 0 0]
4037105679,1279242258,[0 0 0 ... 0 0 0]
247668910,964631895,[0 0 0 ... 0 0 0]
3782418024,1244816186,[0 0 0 ... 0 0 0]
3762612927,1242117013,[0 0 0 ... 0 0 0]
1093531836,1059921128,[23 23 23 ...  1  1  0]
73007632,874729096,[0 0 0 ... 0 0 0]
2318056608,1136080378,[0 0 0 ... 0 0 0]
3775845464,1243768112,[0 0 0 ... 0 0 0]
522178010,1100250660,[0 0 0 ... 0 0 0]
2123839580,1127505940,[0 0 0 ... 0 0 0]
1386929231,1077913666,[0 0 0 ... 0 0 0]
3787995065,1244995822,[0 0 0 ... 0 0 0]
4004193834,1275412587,[0 0 0 ... 0 0 0]
863052739,1044798965,[0 0 0 ... 0 0 0]
4168958890,1306888636,[0 0 0 ... 0 0 0]
209339122,947358221,[0 0 0 ... 0 0 0]
1154697612,1225887123,[0 0 0 ... 0 0 0]
1534356705,1120232562,[0 0 0 ... 0 0 0]
3933961494,1265746890,[0 0 0 ... 0 0 0]
3716088,127262530,[0 0 0 ... 0 0 0]
435113121,1007717983,[0 0 0 ... 0 0 0]
4211231552,1317993927,[0 0 0 ... 0 0 0]
296834368,1006440449,[0 0 0 ... 0 0 0]
86353138,997816663,[0 0 0 ... 0 0 0]
2168084455,1129574047,[0 0 0 ... 0 0 0]
3993166810,1273147639,[0 0 0 ... 0 0 0]
4037104136,1279214468,[0 0 0 ... 0 0 0]
4077036748,1287521997,[0 0 0 ... 0 0 0]
4061592772,1283613873,[0 0 0 ... 0 0 0]
3930103765,1265377911,[0 0 0 ... 0 0 0]
2607273640,1152495446,[0 0 0 ... 0 0 0]
4153244661,1302141594,[0 0 0 ... 0 0 0]
3772655075,1243284390,[0 0 0 ... 0 0 0]
1819878289,1104246638,[0 0 0 ... 0 0 0]
4231802658,1323305962,[0 0 0 ... 0 0 0]
4114274942,1292871505,[0 0 0 ... 2 2 2]
4210245375,1316575922,[0 0 0 ... 0 0 0]
68559634,835825702,[0 0 0 ... 0 0 0]
1901112732,1110257780,[0 0 0 ... 0 0 0]
2940638884,1174587351,[0 0 0 ... 0 0 0]
1223771222,1087509705,[0 0 0 ... 0 0 0]
436085315,1008151354,[0 0 0 ... 0 0 0]
3689151308,1234703446,[0 0 0 ... 0 0 0]
2852838205,1168122279,[0 0 0 ... 0 0 0]
2940639533,1174589815,[0 0 0 ... 0 0 0]
3106504764,1318290766,[0 0 0 ... 0 0 0]
2695197990,1158121156,[0 0 0 ... 0 0 0]
4168958906,1306888984,[0 0 0 ... 0 0 0]
3128714249,1192487600,[0 0 0 ... 0 0 0]
1881884784,1109650079,[0 0 0 ... 0 0 0]
3857173170,1253519671,[0 0 0 ... 0 0 0]
159177770,914685990,[0 0 0 ... 0 0 0]
3928057492,1264905581,[0 0 0 ... 0 0 0]
4150964439,1301199615,[0 0 0 ... 0 0 0]
435937178,1008116867,[0 0 0 ... 0 0 0]
4109316361,1296211099,[0 0 0 ... 0 0 0]
4152906279,1309632969,[0 0 0 ... 0 0 0]
1184986799,1067865557,[1 1 1 ... 0 0 0]
3863847289,1254678112,[0 0 0 ... 0 0 0]
3745169761,1316235820,[0 0 0 ... 0 0 0]
2724906655,1169004204,[0 0 0 ... 0 0 0]
1290355986,1071718641,[2 2 2 ... 0 0 0]
2048493792,1123341906,[0 0 0 ... 0 0 0]
5492601,288772233,[0 0 0 ... 0 0 0]
2664721991,1156078129,[0 0 0 ... 0 0 0]
3938616474,1266491078,[0 0 0 ... 0 0 0]
4045346273,1280499621,[0 0 0 ... 0 0 0]
2662428410,1155960147,[0 0 0 ... 0 0 0]
4108922533,1292466484,[0 0 0 ... 0 0 0]
4151006021,1301742300,[0 0 0 ... 0 0 0]
150350035,909311134,[0 0 0 ... 0 0 0]
3979569539,1271713019,[0 0 0 ... 0 0 0]
3775275567,1243659639,[0 0 0 ... 0 0 0]
2980253259,1178034937,[0 0 0 ... 0 0 0]
2727269961,1160880140,[0 0 0 ... 0 0 0]
595895297,1030340270,[0 0 0 ... 0 0 0]
4012720867,1276306852,[0 0 0 ... 0 0 0]
2886422180,1169988414,[0 0 0 ... 0 0 0]
3908875517,1262536969,[0 0 0 ... 0 0 0]
1953490102,1116116283,[0 0 0 ... 0 0 0]
3315088869,1220640643,[0 0 0 ... 0 0 0]
3287148342,1204209004,[0 0 0 ... 0 0 0]
2940639669,1174590360,[0 0 0 ... 0 0 0]
3995598826,1273905695,[0 0 0 ... 0 0 0]
122350703,876998631,[0 0 0 ... 0 0 0]
4036328086,1278634084,[0 0 0 ... 0 0 0]
138456674,891723097,[0 0 0 ... 0 0 0]
299046335,991519189,[0 0 0 ... 0 0 0]
4114275584,1292872953,[0 0 0 ... 0 0 0]
3939550797,1266671819,[0 0 0 ... 0 0 0]
649701003,1033370395,[0 0 0 ... 0 0 0]
2949861977,1289408825,[0 0 0 ... 0 0 0]
4125633583,1295220901,[0 0 0 ... 0 0 0]
847659051,1043126129,[0 0 0 ... 0 0 0]
3748050700,1240586116,[0 0 0 ... 0 0 0]
3157599604,1194341182,[0 0 0 ... 0 0 0]
19160816,931280167,[0 0 0 ... 0 0 0]
300983558,993167653,[0 0 0 ... 0 0 0]
4141676772,1299306766,[0 0 0 ... 0 0 0]
4191549088,1312008105,[0 0 0 ... 0 0 0]
130374839,884897679,[0 0 0 ... 0 0 0]
4092737987,1290271596,[0 0 0 ... 0 0 0]
4236297743,1324196523,[8 8 8 ... 0 0 0]
4180124016,1309326112,[0 0 0 ... 0 0 0]
4197534168,1313599185,[0 0 0 ... 0 0 0]
3716121661,1166553250,[0 0 0 ... 0 0 0]
3530950421,1220536112,[0 0 0 ... 0 0 0]
2491781622,1145111961,[0 0 0 ... 0 0 0]
51679644,988429781,[0 0 0 ... 0 0 0]
3451416009,1213646107,[0 0 0 ... 0 0 0]
4231696552,1323315677,[0 0 0 ... 0 0 0]
3765119357,1243283990,[0 0 0 ... 0 0 0]
3948210877,1268286826,[13 13 13 ...  4  4  4]
2455612547,1142874184,[0 0 0 ... 0 0 0]
1386326227,1225886957,[0 0 0 ... 0 0 0]
4020499113,1277177016,[0 0 0 ... 0 0 0]
4201008226,1316866576,[193 158 127 ...   0   0   0]
3218983777,1199739842,[0 0 0 ... 0 0 0]
608193200,1031334277,[0 0 0 ... 0 0 0]
4223029303,1321735773,[0 0 0 ... 0 0 0]
150339778,905807267,[1 1 1 ... 0 0 0]
157644129,913333908,[0 0 0 ... 0 0 0]
4235886102,1323989616,[0 0 0 ... 0 0 0]
4037571168,1278969929,[0 0 0 ... 0 0 0]
2849849940,1168015011,[0 0 0 ... 0 0 0]
1852968117,1105551399,[0 0 0 ... 0 0 0]
3789059398,1245135500,[0 0 0 ... 0 0 0]
4168961387,1306897017,[0 0 0 ... 0 0 0]
78597527,848388475,[0 0 0 ... 0 0 0]
292071805,1121008795,[0 0 0 ... 0 0 0]
3748061438,1240670239,[0 0 0 ... 0 0 0]
3929898848,1265222338,[0 0 0 ... 0 0 0]
790219890,1039137321,[0 0 0 ... 0 0 0]
2362542575,1138259411,[0 0 0 ... 0 0 0]
570631231,1027257822,[0 0 0 ... 0 0 0]
3997813106,1274143001,[0 0 0 ... 0 0 0]
284987202,1308837861,[0 0 0 ... 0 0 0]
207151329,941622102,[0 0 0 ... 0 0 0]
4002146529,1274908759,[6 6 6 ... 1 1 1]
278508380,1078259590,[0 0 0 ... 0 0 0]
3690228609,1234768173,[0 0 0 ... 0 0 0]
3929899591,1265223453,[0 0 0 ... 0 0 0]
46624058,311556762,[0 0 0 ... 0 0 0]
82202051,867005400,[0 0 0 ... 0 0 0]
3793573832,1245645345,[0 0 0 ... 0 0 0]
4224252205,1320388592,[0 0 0 ... 0 0 0]
2866762007,1168888351,[0 0 0 ... 0 0 0]
4087647809,1289464314,[0 0 0 ... 0 0 0]
3692481134,1235232131,[0 0 0 ... 0 0 0]
3620893991,1228852640,[0 0 0 ... 0 0 0]
3908525506,1262619620,[0 0 0 ... 0 0 0]
294309445,987420115,[0 0 0 ... 0 0 0]
1339958617,1074924262,[0 0 0 ... 0 0 0]
4006487912,1275474137,[0 0 0 ... 0 0 0]
4197491112,1313155993,[0 0 0 ... 0 0 0]
210032576,969830009,[0 0 0 ... 0 0 0]
3082204005,1189465442,[0 0 0 ... 0 0 0]
3530618703,1219794527,[0 0 0 ... 0 0 0]
4063744039,1285055435,[0 0 0 ... 0 0 0]
4198486955,1313673710,[0 0 0 ... 0 0 0]
126916815,882344641,[0 0 0 ... 0 0 0]
2462451491,1143213642,[0 0 0 ... 0 0 0]
1374123816,1077540117,[0 0 0 ... 0 0 0]
4038321206,1279084996,[0 0 0 ... 0 0 0]
4188992453,1311934712,[0 0 0 ... 0 0 0]
277948500,977345791,[0 0 0 ... 0 0 0]
4182061110,1311137080,[0 0 0 ... 0 0 0]
4163248569,1305236169,[0 0 0 ... 0 0 0]
4016018509,1276797769,[0 0 0 ... 0 0 0]
58775329,850606192,[0 0 0 ... 0 0 0]
441387532,1029096727,[0 0 0 ... 0 0 0]
4216251410,1318657122,[0 0 0 ... 0 0 0]
4038499604,1279130446,[0 0 0 ... 0 0 0]
4163675998,1306672968,[0 0 0 ... 0 0 0]
3974251485,1270853480,[0 0 0 ... 0 0 0]
2107360428,1126861926,[0 0 0 ... 0 0 0]
3702416553,1277794228,[0 0 0 ... 0 0 0]
1475673313,1086129261,[0 0 0 ... 0 0 0]
2832752246,1190253277,[0 0 0 ... 0 0 0]
282501066,979852653,[0 0 0 ... 0 0 0]
1974891657,1117509489,[0 0 0 ... 0 0 0]
3871285625,1255757206,[0 0 0 ... 0 0 0]
3706379865,1236238945,[0 0 0 ... 0 0 0]
3966589039,1270027391,[0 0 0 ... 0 0 0]
4173007650,1307871686,[0 0 0 ... 0 0 0]
4141675660,1299278171,[0 0 0 ... 0 0 0]
3575763309,1222850107,[0 0 0 ... 0 0 0]
3005667220,1184100255,[0 0 0 ... 0 0 0]
4150997852,1301540923,[0 0 0 ... 0 0 0]
4183675342,1313617267,[0 0 0 ... 0 0 0]
3813894776,1247935329,[0 0 0 ... 0 0 0]
3992513659,1273109190,[0 0 0 ... 0 0 0]
256689328,969406642,[0 0 0 ... 0 0 0]
4234259467,1323667392,[0 0 0 ... 0 0 0]
3906573366,1262285577,[0 0 0 ... 0 0 0]
4236298295,1324213104,[14 14 14 ...  0  0  0]
3942389842,1267237011,[0 0 0 ... 0 0 0]
4123304021,1294485883,[0 0 0 ... 0 0 0]
1952782638,1139564837,[0 0 0 ... 0 0 0]
61832333,1098201010,[0 0 0 ... 0 0 0]
3773730026,1243393591,[0 0 0 ... 0 0 0]
3997812662,1274136775,[0 0 0 ... 0 0 0]
536250521,1046577308,[0 0 0 ... 0 0 0]
2867452801,1242956357,[0 0 0 ... 0 0 0]
2680200712,1157002227,[0 0 0 ... 0 0 0]
3002934734,1181444644,[0 0 0 ... 0 0 0]
3921317176,1263880871,[0 0 0 ... 0 0 0]
4197669370,1313382437,[0 0 0 ... 0 0 0]
513643934,1020010378,[0 0 0 ... 0 0 0]
3716305899,1237277610,[0 0 0 ... 0 0 0]
4225145602,1320580409,[0 0 0 ... 0 0 0]
127235455,882669231,[1 1 1 ... 0 0 0]
1435923568,1079833692,[0 0 0 ... 0 0 0]
4057525715,1282816786,[0 0 0 ... 0 0 0]
4061606224,1283719329,[0 0 0 ... 0 0 0]
3837676276,1251712937,[0 0 0 ... 0 0 0]
1827506854,1104305900,[0 0 0 ... 0 0 0]
2628049355,1153440558,[0 0 0 ... 0 0 0]
158480054,915113692,[0 0 0 ... 0 0 0]
4141021716,1299945807,[1 1 1 ... 0 0 0]
1035045712,1053576136,[1 1 1 ... 0 0 0]
3782771592,1244326315,[0 0 0 ... 0 0 0]
1983979553,1118396321,[0 0 0 ... 0 0 0]
208686939,946699882,[0 0 0 ... 0 0 0]
149878722,905285839,[0 0 0 ... 0 0 0]
47675095,687397410,[0 0 0 ... 0 0 0]
3703056,150298530,[0 0 0 ... 0 0 0]
181635643,1082977842,[0 0 0 ... 0 0 0]
16398102,323934489,[0 0 0 ... 0 0 0]
4074701494,1286920150,[0 0 0 ... 0 0 0]
3566343041,1221743978,[0 0 0 ... 0 0 0]
1663769,30320630,[0 0 0 ... 0 0 0]
4006530570,1275684669,[0 0 0 ... 0 0 0]
3874768633,1256706642,[0 0 0 ... 0 0 0]
4086138768,1289409928,[0 0 0 ... 0 0 0]
294413726,988534962,[0 0 0 ... 0 0 0]
403769988,1004328687,[0 0 0 ... 0 0 0]
341551155,999689751,[0 0 0 ... 0 0 0]
4182063296,1311190119,[0 0 0 ... 0 0 0]
87620768,895247933,[0 0 0 ... 0 0 0]
3793426676,1245608358,[0 0 0 ... 0 0 0]
2446326444,1142061329,[3 3 3 ... 1 1 1]
4063743234,1285054191,[0 0 0 ... 0 0 0]
3182722310,1196212502,[0 0 0 ... 0 0 0]
1374123836,1077541067,[0 0 0 ... 0 0 0]
47728315,332677984,[0 0 0 ... 0 0 0]
3962605298,1269775866,[0 0 0 ... 0 0 0]
4211720099,1317307934,[0 0 0 ... 0 0 0]
4200882717,1316291609,[0 0 0 ... 0 0 0]
746830637,1038145905,[0 0 0 ... 0 0 0]
2940639692,1174590437,[0 0 0 ... 0 0 0]
4164671745,1305141084,[0 0 0 ... 0 0 0]
4150998227,1301544838,[0 0 0 ... 0 0 0]
3993179799,1273178131,[0 0 0 ... 0 0 0]
4196083511,1312856828,[0 0 0 ... 0 0 0]
3515910766,1218686723,[0 0 0 ... 0 0 0]
4229382182,1321893684,[0 0 0 ... 0 0 0]
1402832119,1078634010,[0 0 0 ... 0 0 0]
54873953,608655132,[0 0 0 ... 0 0 0]
2539457583,1148268204,[0 0 0 ... 0 0 0]
2184942183,1130464395,[2 2 2 ... 0 0 0]
3382452758,1209687476,[0 0 0 ... 0 0 0]
436068233,1008144784,[0 0 0 ... 0 0 0]
3856414614,1253334767,[0 0 0 ... 0 0 0]
3929959689,1265237043,[0 0 0 ... 0 0 0]
292663083,986808969,[0 0 0 ... 0 0 0]
110708693,867558845,[0 0 0 ... 0 0 0]
853903884,1043860287,[0 0 0 ... 0 0 0]
4122560737,1294213656,[0 0 0 ... 0 0 0]
3812895606,1247705448,[0 0 0 ... 0 0 0]
4061479224,1283501710,[0 0 0 ... 0 0 0]
4200882821,1316293064,[0 0 0 ... 0 0 0]
3817904723,1248853903,[0 0 0 ... 0 0 0]
3148098017,1193641340,[0 0 0 ... 0 0 0]
4184403765,1311023467,[0 0 0 ... 0 0 0]
3484891015,1216751641,[0 0 0 ... 0 0 0]
2168076424,1129567542,[0 0 0 ... 0 0 0]
4006500068,1275604877,[0 0 0 ... 0 0 0]
845434568,1102365535,[0 0 0 ... 0 0 0]
4177867151,1308898734,[0 0 0 ... 0 0 0]
3898707832,1261173615,[0 0 0 ... 0 0 0]
4200883892,1316316241,[0 0 0 ... 0 0 0]
1859490299,1105993940,[0 0 0 ... 0 0 0]
3898889747,1261247458,[0 0 0 ... 0 0 0]
2811028455,1166201755,[0 0 0 ... 0 0 0]
4076971614,1286944621,[0 0 0 ... 0 0 0]
2940639060,1174588154,[0 0 0 ... 0 0 0]
2506513756,1146211166,[0 0 0 ... 0 0 0]
170808098,922170730,[0 0 0 ... 0 0 0]
4215699778,1317952216,[0 0 0 ... 0 0 0]
4211181569,1317547399,[0 0 0 ... 0 0 0]
3817889636,1248832888,[0 0 0 ... 0 0 0]
2644591,402774530,[0 0 0 ... 0 0 0]
3797497769,1246224704,[0 0 0 ... 0 0 0]
3751870805,1241256962,[0 0 0 ... 0 0 0]
294411880,989045116,[0 0 0 ... 0 0 0]
294185099,987353698,[0 0 0 ... 0 0 0]
118729995,873272219,[0 0 0 ... 0 0 0]
3025180839,1185906456,[0 0 0 ... 0 0 0]
2765208583,1163437520,[0 0 0 ... 0 0 0]
3591581824,1226405799,[0 0 0 ... 0 0 0]
18518708,478443930,[0 0 0 ... 0 0 0]
4050865487,1281517596,[0 0 0 ... 0 0 0]
154166355,1267294402,[0 0 0 ... 0 0 0]
4151001119,1301623196,[0 0 0 ... 0 0 0]
4033855111,1278363123,[0 0 0 ... 0 0 0]
3915704102,1263241095,[0 0 0 ... 0 0 0]
4110444226,1297264035,[ 0  0  0 ... 11 11 11]
3899234099,1261310932,[0 0 0 ... 0 0 0]
183036736,934471189,[0 0 0 ... 0 0 0]
2042328487,1248702352,[0 0 0 ... 0 0 0]
3809904331,1247431611,[0 0 0 ... 0 0 0]
3750089842,1240847050,[0 0 0 ... 0 0 0]
2887776978,1239445516,[0 0 0 ... 0 0 0]
3726230078,1253532743,[0 0 0 ... 0 0 0]
224681330,957594747,[0 0 0 ... 0 0 0]
190098558,933241705,[0 0 0 ... 0 0 0]
3582304497,1223583794,[0 0 0 ... 0 0 0]
446754946,1127299029,[0 0 0 ... 0 0 0]
3259720257,1218271092,[0 0 0 ... 0 0 0]
3287130051,1204201911,[0 0 0 ... 0 0 0]
284905967,981956363,[0 0 0 ... 0 0 0]
548275078,1136031706,[0 0 0 ... 0 0 0]
3871285722,1255757643,[0 0 0 ... 0 0 0]
194995618,935485900,[0 0 0 ... 0 0 0]
2940640660,1174593938,[0 0 0 ... 0 0 0]
140697138,892836434,[0 0 0 ... 0 0 0]
3850328434,1252627468,[0 0 0 ... 0 0 0]
3884057442,1258098923,[0 0 0 ... 0 0 0]
128012243,883082252,[0 0 0 ... 0 0 0]
3951731941,1268665215,[0 0 0 ... 0 0 0]
3942400228,1267341151,[0 0 0 ... 0 0 0]
4066224086,1284886246,[0 0 0 ... 0 0 0]
3908848261,1262518351,[0 0 0 ... 0 0 0]
63077624,830653698,[0 0 0 ... 0 0 0]
4037130570,1279424904,[0 0 0 ... 0 0 0]
4044822651,1280452062,[0 0 0 ... 0 0 0]
1772922590,1101535264,[0 0 0 ... 0 0 0]
3931857289,1265587301,[0 0 0 ... 0 0 0]
3992560628,1273107088,[0 0 0 ... 0 0 0]
3800708346,1247292667,[0 0 0 ... 0 0 0]
240395956,962349845,[0 0 0 ... 0 0 0]
4236298374,1324215849,[0 0 0 ... 0 0 0]
57520162,932963471,[0 0 0 ... 0 0 0]
1844657,43847930,[0 0 0 ... 0 0 0]
3332202026,1226742238,[0 0 0 ... 0 0 0]
190107024,933253095,[0 0 0 ... 0 0 0]
981229220,1051762475,[0 0 0 ... 0 0 0]
150154952,905682500,[0 0 0 ... 0 0 0]
3943148182,1267481855,[0 0 0 ... 0 0 0]
3962600718,1269772127,[0 0 0 ... 0 0 0]
75034835,854591898,[0 0 0 ... 0 0 0]
4012178735,1276222886,[0 0 0 ... 0 0 0]
122249921,876981193,[0 0 0 ... 0 0 0]
3881732691,1258316554,[0 0 0 ... 0 0 0]
4052948016,1281733302,[0 0 0 ... 0 0 0]
1983971870,1118649971,[0 0 0 ... 0 0 0]
4235891366,1324302400,[0 0 0 ... 0 0 0]
4209015043,1316213501,[0 0 0 ... 0 0 0]
3287289958,1204249841,[0 0 0 ... 0 0 0]
278533385,977758602,[0 0 0 ... 0 0 0]
4200880017,1316242253,[0 0 0 ... 0 0 0]
1466013348,1082340481,[0 0 0 ... 0 0 0]
151536353,906670641,[0 0 0 ... 0 0 0]
4200870081,1316109419,[0 0 0 ... 0 0 0]
2414411888,1140494213,[0 0 0 ... 0 0 0]
1951685746,1317936890,[0 0 0 ... 0 0 0]
2041884747,1190250979,[0 0 0 ... 0 0 0]
3582991407,1225669838,[0 0 0 ... 0 0 0]
2462954077,1143238066,[0 0 0 ... 0 0 0]
435913503,1008098908,[0 0 0 ... 0 0 0]
4200870831,1316114139,[0 0 0 ... 0 0 0]
978486179,1052071133,[0 0 0 ... 0 0 0]
249971852,965236926,[0 0 0 ... 0 0 0]
4151251062,1301341250,[0 0 0 ... 0 0 0]
294488234,987669962,[0 0 0 ... 0 0 0]
1798749457,1185463606,[0 0 0 ... 0 0 0]
3836835385,1250962867,[0 0 0 ... 0 0 0]
3856809715,1253454481,[0 0 0 ... 0 0 0]
92940352,858510807,[0 0 0 ... 0 0 0]
1953854085,1116146903,[0 0 0 ... 0 0 0]
3195339858,1196634887,[0 0 0 ... 0 0 0]
4057855525,1282979421,[1 1 1 ... 0 0 0]
4037103023,1279207196,[0 0 0 ... 0 0 0]
3756675622,1241426846,[0 0 0 ... 0 0 0]
138457239,891722840,[0 0 0 ... 0 0 0]
463842859,1013091556,[0 0 0 ... 0 0 0]
445216265,1010226753,[0 0 0 ... 0 0 0]
3837597849,1251133274,[0 0 0 ... 0 0 0]
260658670,970874347,[0 0 0 ... 0 0 0]
4200870840,1316114433,[0 0 0 ... 0 0 0]
3962605589,1269776884,[0 0 0 ... 0 0 0]
4235886546,1323995653,[0 0 0 ... 0 0 0]
4061787485,1283472929,[0 0 0 ... 0 0 0]
97081056,860078056,[0 0 0 ... 0 0 0]
254417051,967535919,[0 0 0 ... 0 0 0]
4159883296,1303858300,[0 0 0 ... 0 0 0]
3583681554,1225832080,[0 0 0 ... 0 0 0]
3894559324,1260611192,[0 0 0 ... 2 2 2]
1115407461,1062490568,[0 0 0 ... 0 0 0]
2699519074,1158425157,[0 0 0 ... 0 0 0]
2714707767,1159461474,[0 0 0 ... 0 0 0]
3643358857,1230975223,[0 0 0 ... 0 0 0]
1190507607,1068213184,[0 0 0 ... 0 0 0]
1600333058,1093327083,[0 0 0 ... 0 0 0]
4184608457,1310874124,[0 0 0 ... 0 0 0]
746533091,1038128812,[0 0 0 ... 0 0 0]
3926140997,1264838217,[0 0 0 ... 0 0 0]
570636416,1027299917,[0 0 0 ... 0 0 0]
767588963,1038932300,[0 0 0 ... 0 0 0]
53278918,1076999526,[0 0 0 ... 0 0 0]
101985806,862300790,[0 0 0 ... 0 0 0]
3881724344,1257673875,[0 0 0 ... 0 0 0]
4214664758,1319688859,[0 0 0 ... 0 0 0]
2940639499,1174589570,[0 0 0 ... 0 0 0]
4195960426,1312789319,[0 0 0 ... 0 0 0]
4236042598,1324134456,[0 0 0 ... 0 0 0]
4003967258,1275385902,[0 0 0 ... 0 0 0]
2675025369,1156623934,[0 0 0 ... 0 0 0]
266082736,972637656,[0 0 0 ... 0 0 0]
2501106654,1145659570,[0 0 0 ... 0 0 0]
4037101658,1279224881,[0 0 0 ... 0 0 0]
2517281451,1146326603,[0 0 0 ... 0 0 0]
190109095,933257811,[0 0 0 ... 0 0 0]
3848187826,1252295329,[0 0 0 ... 0 0 0]
294384690,987593134,[0 0 0 ... 0 0 0]
4214352722,1319412899,[0 0 0 ... 0 0 0]
4165319252,1305305823,[0 0 0 ... 0 0 0]
168344638,921249677,[0 0 0 ... 0 0 0]
278510903,1125183834,[0 0 0 ... 0 0 0]
208944973,946890176,[0 0 0 ... 0 0 0]
1509563593,1086171173,[0 0 0 ... 0 0 0]
138759193,940548387,[0 0 0 ... 0 0 0]
2121747366,1127347833,[0 0 0 ... 0 0 0]
569819034,1027182105,[0 0 0 ... 0 0 0]
246965870,964709738,[0 0 0 ... 0 0 0]
569831330,1027193910,[0 0 0 ... 0 0 0]
3955092674,1269017762,[0 0 0 ... 0 0 0]
3868369635,1255117799,[0 0 0 ... 3 2 2]
4007155567,1275625074,[0 0 0 ... 0 0 0]
3871050497,1255761570,[0 0 0 ... 0 0 0]
294358322,987533285,[0 0 0 ... 0 0 0]
1711734684,1100077249,[5 5 5 ... 0 0 0]
1153751252,1065726212,[0 0 0 ... 0 0 0]
3907803340,1262419702,[7 7 8 ... 0 0 0]
3563519954,1221446296,[0 0 0 ... 0 0 0]
3887597261,1258990324,[0 0 0 ... 0 0 0]
2829926361,1167118055,[0 0 0 ... 0 0 0]
1173353268,1066930005,[0 0 0 ... 0 0 0]
1172130877,1066804063,[0 0 0 ... 0 0 0]
87252942,857278958,[0 0 0 ... 0 0 0]
4141323369,1300186895,[0 0 0 ... 0 0 0]
4061578157,1283435779,[0 0 0 ... 0 0 0]
536754132,1023455183,[0 0 0 ... 0 0 0]
2850653550,1169885187,[0 0 0 ... 0 0 0]
3756593518,1241407907,[0 0 0 ... 0 0 0]
247392916,1061571069,[0 0 0 ... 0 0 0]
469478486,1013716139,[0 0 0 ... 0 0 0]
111012152,911459031,[0 0 0 ... 0 0 0]
3799714530,1246512099,[0 0 0 ... 0 0 0]
155994733,911994471,[0 0 0 ... 0 0 0]
2087956629,1242137648,[0 0 0 ... 0 0 0]
2491817911,1145109887,[0 0 0 ... 0 0 0]
3128674405,1192473584,[0 0 0 ... 0 0 0]
4063764041,1285108003,[0 0 0 ... 0 0 0]
2606072991,1152422552,[0 0 0 ... 0 0 0]
4133287356,1305561680,[0 0 0 ... 0 0 0]
3962514015,1269760387,[0 0 0 ... 0 0 0]
3883412821,1257933799,[0 0 0 ... 0 0 0]
3694332476,1235493532,[0 0 0 ... 0 0 0]
3764081277,1242826458,[0 0 0 ... 0 0 0]
